EntrezGeneID,Length,SYMBOL,GENENAME,luminal.pregnant,luminal.lactation,FDR,AveExpr,P value,MCL1-LA,MCL1-LB,MCL1-LC,MCL1-LD,MCL1-LE,MCL1-LF,MCL1-DG,MCL1-DH,MCL1-DI,MCL1-DJ,MCL1-DK,MCL1-DL,MCL1-LA CPM,MCL1-LB CPM,MCL1-LC CPM,MCL1-LD CPM,MCL1-LE CPM,MCL1-LF CPM,MCL1-DG CPM,MCL1-DH CPM,MCL1-DI CPM,MCL1-DJ CPM,MCL1-DK CPM,MCL1-DL CPM
237256,4093,Zc3h12d,zinc finger CCCH type containing 12D,0,2.95405133130461,0.00760163304833435,-0.301501445802132,0.0030843963816561,0,6,11,20,69,77,21,8,26,34,49,37,0.000,0.276,0.495,0.910,2.791,3.123,0.904,0.367,1.079,1.500,2.276,1.849
233011,3218,Itpkc,"inositol 1,4,5-trisphosphate 3-kinase C",0,-1.01260997771174,0.0076086468985138,7.62708981508703,0.00308780217412735,7392,7376,4221,4779,1620,1184,5975,7562,7133,6029,4351,3134,362.493,339.780,189.779,217.343,65.524,48.018,257.237,347.233,295.966,266.000,202.096,156.580
235442,4751,Rab8b,"RAB8B, member RAS oncogene family",0,-1.02089024201201,0.0076298442945995,5.07387559925035,0.00309696612303697,749,807,415,367,117,122,1308,1593,3288,2453,1305,1146,36.730,37.175,18.659,16.691,4.732,4.948,56.312,73.148,136.427,108.227,60.615,57.256
83396,3619,Glis2,GLIS family zinc finger 2,0,-1.40953707173306,0.007636326494431,3.93495419526314,0.00309987822263723,687,602,139,151,32,35,1304,1013,1006,789,543,446,33.689,27.732,6.250,6.867,1.294,1.419,56.140,46.515,41.741,34.811,25.221,22.283
229697,1234,Cym,chymosin,0,1.40805057701021,0.0076573951729716,-3.01313456968563,0.00310983950547336,0,0,10,15,22,19,0,0,2,3,3,1,0.000,0.000,0.450,0.682,0.890,0.771,0.000,0.000,0.083,0.132,0.139,0.050
15936,1522,Ier2,immediate early response 2,0,1.1397853926931,0.00765755569254424,8.6213423250023,0.00311018644137002,10139,11913,5472,5072,6584,7937,15903,10842,9361,7785,7719,12858,497.202,548.780,246.025,230.669,266.302,321.893,684.658,497.844,388.411,343.476,358.534,642.406
15365,1510,Hmga2-ps1,"high mobility group AT-hook 2, pseudogene 1",0,-3.1413241009863,0.00766697233911847,-0.331975745163919,0.00311429319047308,39,84,77,54,8,2,15,25,29,17,2,6,1.913,3.870,3.462,2.456,0.324,0.081,0.646,1.148,1.203,0.750,0.093,0.300
18599,3756,Padi1,"peptidyl arginine deiminase, type I",0,2.09467958548208,0.00768179935806673,-0.572802985739387,0.00312118501896049,20,15,2,3,9,6,33,23,21,17,41,63,0.981,0.691,0.090,0.136,0.364,0.243,1.421,1.056,0.871,0.750,1.904,3.148
625253,1061,Gm6568,"DnaJ (Hsp40) homolog, subfamily B, member 9 pseudogene",0,1.10725634209764,0.00768179935806673,3.32354835920486,0.00312144641489712,147,141,105,88,143,117,650,473,405,270,391,366,7.209,6.495,4.721,4.002,5.784,4.745,27.984,21.719,16.804,11.912,18.161,18.286
67844,2054,Rab32,"RAB32, member RAS oncogene family",0,-1.72170371811194,0.00772055410188338,2.07067286325777,0.00313918258140157,179,118,127,132,23,25,100,73,112,129,124,164,8.778,5.436,5.710,6.003,0.930,1.014,4.305,3.352,4.647,5.692,5.760,8.194
104103,2188,Airn,antisense Igf2r RNA,0,1.00024240008098,0.00772055410188338,1.27811913253983,0.00313866875860436,58,66,33,37,35,54,49,52,62,49,102,83,2.844,3.040,1.484,1.683,1.416,2.190,2.110,2.388,2.573,2.162,4.738,4.147
317758,1383,Gimap9,"GTPase, IMAP family member 9",0,1.08258935252137,0.00772055410188338,1.1274006870867,0.00313904701678791,113,111,43,51,52,73,54,65,33,27,29,17,5.541,5.113,1.933,2.319,2.103,2.961,2.325,2.985,1.369,1.191,1.347,0.849
76927,481,Tsacc,TSSK6 activating co-chaperone,0,-1.09473255494409,0.00774326323616719,0.408909714906366,0.00314927082720454,31,37,43,56,12,16,26,31,38,30,31,25,1.520,1.704,1.933,2.547,0.485,0.649,1.119,1.423,1.577,1.324,1.440,1.249
16848,2284,Lfng,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,0,1.67602668090777,0.00777600273199035,3.61728056629591,0.00316401685908537,258,301,92,85,171,182,1272,708,322,285,311,367,12.652,13.866,4.136,3.866,6.916,7.381,54.762,32.510,13.361,12.574,14.445,18.336
237387,4296,Lrrc3,leucine rich repeat containing 3,0,-1.30445224478562,0.00777851691771191,2.38715136524636,0.00316532606460479,71,84,96,58,15,23,189,147,372,334,418,364,3.482,3.870,4.316,2.638,0.607,0.933,8.137,6.750,15.435,14.736,19.415,18.186
83490,2615,Pik3ap1,phosphoinositide-3-kinase adaptor protein 1,0,-4.98283649003119,0.00777870714448773,0.183884294989114,0.00316568967677909,286,356,597,236,12,4,11,19,37,8,2,0,14.025,16.399,26.842,10.733,0.485,0.162,0.474,0.872,1.535,0.353,0.093,0.000
237911,6933,Brip1,BRCA1 interacting protein C-terminal helicase 1,0,1.05429651928323,0.00778305505222777,2.05181336870622,0.00316774550159107,144,161,136,73,149,114,146,132,113,81,27,20,7.062,7.417,6.115,3.320,6.027,4.623,6.286,6.061,4.689,3.574,1.254,0.999
22678,3088,Zfp2,zinc finger protein 2,0,-1.03720936859431,0.00781573215189086,1.18599632745258,0.0031821955183349,95,97,60,72,19,20,87,58,34,37,56,49,4.659,4.468,2.698,3.274,0.768,0.811,3.746,2.663,1.411,1.632,2.601,2.448
73490,1454,Mipol1,mirror-image polydactyly 1,0,-1.07935730466191,0.00782204294066422,1.84323853094759,0.00318505276957691,120,128,96,82,29,23,83,97,101,117,108,79,5.885,5.896,4.316,3.729,1.173,0.933,3.573,4.454,4.191,5.162,5.016,3.947
216177,2634,AU041133,expressed sequence AU041133,0,1.57139937186452,0.00782983671626465,-0.0633579645074329,0.00318880248030956,75,67,20,13,22,42,17,13,14,17,13,8,3.678,3.086,0.899,0.591,0.890,1.703,0.732,0.597,0.581,0.750,0.604,0.400
50909,2762,C1ra,"complement component 1, r subcomponent A",0,1.78274063846581,0.00784363100877466,3.61696781533559,0.00319484626509795,368,363,38,35,72,86,748,905,871,1050,526,487,18.046,16.722,1.709,1.592,2.912,3.488,32.203,41.556,36.140,46.326,24.432,24.331
238021,1718,Fscn2,fascin actin-bundling protein 2,0,-1.4407620560385,0.00785809149676668,0.0681678818192186,0.00320117697679093,15,18,24,23,5,5,37,39,46,37,60,35,0.736,0.829,1.079,1.046,0.202,0.203,1.593,1.791,1.909,1.632,2.787,1.749
246788,2440,Trpv3,"transient receptor potential cation channel, subfamily V, member 3",0,-2.01369002069682,0.0078700076081025,-0.356256519244924,0.00320632084493613,10,15,30,26,3,5,52,76,24,36,8,10,0.490,0.691,1.349,1.182,0.121,0.203,2.239,3.490,0.996,1.588,0.372,0.500
668923,2770,Zfp442,zinc finger protein 442,0,1.3521127030931,0.00787061980873925,0.110278817349351,0.00320685984627758,66,53,13,9,14,22,32,33,16,15,27,34,3.237,2.441,0.584,0.409,0.566,0.892,1.378,1.515,0.664,0.662,1.254,1.699
73827,2335,Tmem198b,transmembrane protein 198b,0,-1.30795127581196,0.00787381906170161,2.31586922007026,0.00320874277668078,148,242,135,113,35,27,149,143,108,115,153,163,7.258,11.148,6.070,5.139,1.416,1.095,6.415,6.566,4.481,5.074,7.107,8.144
19752,970,Rnase1,"ribonuclease, RNase A family, 1 (pancreatic)",0,-1.79512972721237,0.00790428416218706,0.796963237353973,0.00322203039967881,104,89,322,513,75,69,10,34,23,27,2,2,5.100,4.100,14.477,23.331,3.034,2.798,0.431,1.561,0.954,1.191,0.093,0.100
24012,2487,Rgs7,regulator of G protein signaling 7,0,4.142251538158,0.00799688244894634,-2.91744804811662,0.00326271862380389,0,0,0,4,12,21,2,4,9,2,4,2,0.000,0.000,0.000,0.182,0.485,0.852,0.086,0.184,0.373,0.088,0.186,0.100
72175,3051,Mfsd8,major facilitator superfamily domain containing 8,0,1.08732245472179,0.00799688244894634,2.2612577320827,0.00326257036860139,187,167,103,85,133,116,104,58,118,94,73,106,9.170,7.693,4.631,3.866,5.379,4.704,4.477,2.663,4.896,4.147,3.391,5.296
76976,1540,Arxes2,adipocyte-related X-chromosome expressed sequence 2,0,-1.10847932480951,0.00799984409496543,1.60297567023516,0.00326451565021751,66,80,79,53,17,20,76,86,202,149,76,77,3.237,3.685,3.552,2.410,0.688,0.811,3.272,3.949,8.381,6.574,3.530,3.847
382019,5651,Zfp882,zinc finger protein 882,0,1.94583033062547,0.00801274496590857,-0.3417106778777,0.00327036976735067,19,20,6,4,12,13,47,32,28,14,35,20,0.932,0.921,0.270,0.182,0.485,0.527,2.023,1.469,1.162,0.618,1.626,0.999
100503377,1587,NA,NA,0,-1.01657023723466,0.00804897758870567,1.95707325805927,0.00328693484885552,125,119,116,101,33,33,102,132,164,117,56,62,6.130,5.482,5.215,4.593,1.335,1.338,4.391,6.061,6.805,5.162,2.601,3.098
170676,6667,Peg10,paternally expressed 10,0,-2.49258669550313,0.00807373256175004,0.359239142680163,0.00329793513008385,30,33,50,80,6,7,80,62,19,35,14,30,1.471,1.520,2.248,3.638,0.243,0.284,3.444,2.847,0.788,1.544,0.650,1.499
100503767,2214,Gm17473,"predicted gene, 17473",0,3.33524923025173,0.00807700314778314,-4.51277325490312,0.00329956826777424,0,1,1,0,8,3,0,0,0,1,0,0,0.000,0.046,0.045,0.000,0.324,0.122,0.000,0.000,0.000,0.044,0.000,0.000
100503593,710,NA,NA,0,2.87269915482124,0.00809779831831816,-2.11448421616059,0.00330865927094165,3,6,9,11,47,47,0,5,2,2,1,2,0.147,0.276,0.405,0.500,1.901,1.906,0.000,0.230,0.083,0.088,0.046,0.100
224129,5060,Adcy5,adenylate cyclase 5,0,-1.33356363309772,0.00810634144134995,3.91431046379891,0.00331304465692319,746,997,472,558,95,167,91,144,637,535,386,395,36.583,45.927,21.221,25.377,3.842,6.773,3.918,6.612,26.431,23.604,17.929,19.735
238871,7049,Pde4d,"phosphodiesterase 4D, cAMP specific",0,-1.21598329184946,0.00817033721197254,4.45176108894674,0.00334250632694075,488,498,356,411,108,96,1099,1457,1005,985,576,553,23.931,22.941,16.006,18.692,4.368,3.893,47.314,66.903,41.700,43.458,26.754,27.629
270906,3827,Prr11,proline rich 11,0,1.45620451926442,0.00820283923084362,1.97130299954045,0.00335731202781208,103,113,92,48,156,85,135,138,95,68,50,47,5.051,5.205,4.136,2.183,6.310,3.447,5.812,6.337,3.942,3.000,2.322,2.348
67492,2536,Zfand4,"zinc finger, AN1-type domain 4",0,1.43834769020666,0.00820979101969884,0.80586281434781,0.00336076142923468,25,19,34,15,46,33,40,45,72,76,55,54,1.226,0.875,1.529,0.682,1.861,1.338,1.722,2.066,2.987,3.353,2.555,2.698
16185,2697,Il2rb,"interleukin 2 receptor, beta chain",0,2.4326868356755,0.00824287883879037,-0.402817501006019,0.00337521610791045,23,23,5,2,12,12,35,63,34,32,10,17,1.128,1.060,0.225,0.091,0.485,0.487,1.507,2.893,1.411,1.412,0.464,0.849
100043676,4552,Gm4583,predicted gene 4583,0,-3.4386275634438,0.00826326495590906,-3.47726789674164,0.00338447571614775,7,4,13,5,0,0,3,0,3,4,0,0,0.343,0.184,0.584,0.227,0.000,0.000,0.129,0.000,0.124,0.176,0.000,0.000
329324,1731,Syt14,synaptotagmin XIV,0,3.02729503688176,0.00827187759605361,-4.21540942238725,0.00338861198552047,5,2,0,1,5,3,0,0,0,0,1,0,0.245,0.092,0.000,0.045,0.202,0.122,0.000,0.000,0.000,0.000,0.046,0.000
100503864,575,NA,NA,0,-1.45803023524959,0.00827187759605361,0.365605668068286,0.00338849794372787,36,47,42,50,11,9,29,34,26,41,29,24,1.765,2.165,1.888,2.274,0.445,0.365,1.249,1.561,1.079,1.809,1.347,1.199
214345,3139,Lrrc1,leucine rich repeat containing 1,0,-1.29435906164325,0.00830227212698781,3.7816856513399,0.00340197964157119,554,475,231,271,59,67,389,353,423,534,589,588,27.167,21.881,10.386,12.325,2.386,2.717,16.747,16.209,17.551,23.560,27.358,29.377
170776,1550,Cd209c,CD209c antigen,0,3.20521019988063,0.00831691038773434,-4.79905543362567,0.00340889590195962,0,0,0,0,5,1,1,0,1,0,0,0,0.000,0.000,0.000,0.000,0.202,0.041,0.043,0.000,0.041,0.000,0.000,0.000
12671,3168,Chrm3,"cholinergic receptor, muscarinic 3, cardiac",0,2.62809177399488,0.0083442975343012,0.500939342285785,0.00342104225411966,25,24,5,2,10,19,105,141,100,129,56,52,1.226,1.106,0.225,0.091,0.404,0.771,4.520,6.474,4.149,5.692,2.601,2.598
71591,3514,Zfp251,zinc finger protein 251,0,1.39995876158893,0.00834759778525364,2.16514532790233,0.00342270244375682,95,107,35,44,62,67,207,170,170,105,132,180,4.659,4.929,1.574,2.001,2.508,2.717,8.912,7.806,7.054,4.633,6.131,8.993
77794,3242,Adamtsl2,ADAMTS-like 2,0,1.82116552344302,0.00835956805325871,-1.16880151400082,0.00342921835880763,1,2,2,2,5,5,29,19,29,38,39,51,0.049,0.092,0.090,0.091,0.202,0.203,1.249,0.872,1.203,1.677,1.811,2.548
237353,5781,Sh3rf3,SH3 domain containing ring finger 3,0,-1.67988688997893,0.00838153960097554,0.904623056021326,0.00343908641341033,8,10,9,10,2,1,377,329,349,369,255,212,0.392,0.461,0.405,0.455,0.081,0.041,16.231,15.107,14.481,16.280,11.844,10.592
110891,4235,Slc8a2,"solute carrier family 8 (sodium/calcium exchanger), member 2",0,-2.46039037859906,0.00842197076410002,1.50387562379253,0.00345691548049228,74,116,57,25,5,3,197,150,201,182,142,111,3.629,5.344,2.563,1.137,0.202,0.122,8.481,6.888,8.340,8.030,6.596,5.546
17022,2075,Lum,lumican,0,1.7279158241197,0.00842546364253939,1.95278760841229,0.00345865918024254,62,72,54,16,62,63,146,142,188,158,151,116,3.040,3.317,2.428,0.728,2.508,2.555,6.286,6.520,7.801,6.971,7.014,5.796
73516,1931,1700086O06Rik,RIKEN cDNA 1700086O06 gene,0,1.02148315953758,0.00842698558305494,1.46097374885985,0.00345959399299926,75,81,68,81,74,118,41,37,49,52,58,41,3.678,3.731,3.057,3.684,2.993,4.786,1.765,1.699,2.033,2.294,2.694,2.048
208634,2064,Tspan10,tetraspanin 10,0,2.63672997299482,0.00845723575749437,-4.96451380281774,0.00347294632949684,0,0,0,0,1,2,0,0,2,0,0,0,0.000,0.000,0.000,0.000,0.040,0.081,0.000,0.000,0.083,0.000,0.000,0.000
14570,1032,Arhgdig,Rho GDP dissociation inhibitor (GDI) gamma,0,-1.31106756111583,0.0084831650103252,0.77085729033217,0.00348515473362858,170,126,132,89,26,28,43,35,30,27,4,8,8.337,5.804,5.935,4.048,1.052,1.136,1.851,1.607,1.245,1.191,0.186,0.400
381835,3152,Sbk3,"SH3 domain binding kinase family, member 3",0,1.81616920972421,0.00851482486520088,-1.59196055300716,0.00349941475934706,25,43,12,9,22,25,3,2,1,4,2,2,1.226,1.981,0.540,0.409,0.890,1.014,0.129,0.092,0.041,0.176,0.093,0.100
70897,1778,Garin2,golgi associated RAB2 interactor 2,0,-1.87460782058906,0.00852877419573204,-1.94979066656419,0.00350546144230923,3,4,14,27,4,2,3,4,5,6,6,5,0.147,0.184,0.629,1.228,0.162,0.081,0.129,0.184,0.207,0.265,0.279,0.250
71709,3288,Syde1,"synapse defective 1, Rho GTPase, homolog 1 (C. elegans)",0,-2.03820339740351,0.008541249340862,2.40584946999163,0.00351090318393282,120,120,56,91,7,15,339,287,327,291,278,340,5.885,5.528,2.518,4.139,0.283,0.608,14.595,13.179,13.568,12.839,12.913,16.987
100503794,935,Gm9920,predicted gene 9920,0,2.87435245330643,0.00856921541463708,-3.35760428523053,0.00352334457701054,1,1,2,0,7,3,2,2,1,1,4,2,0.049,0.046,0.090,0.000,0.283,0.122,0.086,0.092,0.041,0.044,0.186,0.100
228662,5111,Btbd3,BTB (POZ) domain containing 3,0,-1.23652910694698,0.00857328860951267,3.77292333654646,0.00352533476212935,440,581,337,273,77,83,392,501,453,376,318,408,21.577,26.764,15.152,12.416,3.114,3.366,16.876,23.005,18.796,16.589,14.771,20.384
22359,8308,Vldlr,very low density lipoprotein receptor,0,1.01341008891257,0.00860241717939941,4.69559834607878,0.00353762893462405,255,232,305,204,296,336,425,514,2622,2031,1671,1995,12.505,10.687,13.713,9.278,11.972,13.627,18.297,23.602,108.793,89.608,77.615,99.673
23960,1993,Oas1g,2'-5' oligoadenylate synthetase 1G,0,1.59652741143956,0.00860304940927785,0.793249851463008,0.00353820546366341,99,108,15,7,21,19,39,40,40,59,79,71,4.855,4.975,0.674,0.318,0.849,0.771,1.679,1.837,1.660,2.603,3.669,3.547
66897,3875,Naa16,"N(alpha)-acetyltransferase 16, NatA auxiliary subunit",0,1.0545297291924,0.00860440547124087,3.27943596739326,0.00353939634160466,281,298,159,113,182,167,309,241,259,196,204,304,13.780,13.728,7.149,5.139,7.361,6.773,13.303,11.066,10.747,8.648,9.475,15.188
83675,3111,Bicc1,BicC family RNA binding protein 1,0,1.54146794976258,0.00862316362316882,1.69125173234701,0.00354838154315906,71,69,11,14,26,20,153,171,201,207,232,175,3.482,3.179,0.495,0.637,1.052,0.811,6.587,7.852,8.340,9.133,10.776,8.743
12815,5605,Col11a2,"collagen, type XI, alpha 2",0,-1.32794995282292,0.00864377685346678,3.57746884737461,0.00355781786157448,191,307,294,292,79,66,398,484,707,524,288,237,9.366,14.142,13.218,13.280,3.195,2.677,17.135,22.224,29.335,23.119,13.377,11.841
78102,928,8430426J06Rik,RIKEN cDNA 8430426J06 gene,0,2.72370215132649,0.00866715442632416,-0.95607480372731,0.0035693535263934,85,38,14,20,96,51,2,3,1,5,4,3,4.168,1.750,0.629,0.910,3.883,2.068,0.086,0.138,0.041,0.221,0.186,0.150
76408,5002,Abcc3,"ATP-binding cassette, sub-family C (CFTR/MRP), member 3",0,1.72599609286538,0.00867833763292852,1.8175733121435,0.00357459765998141,1053,1275,22,31,52,56,99,147,27,39,32,39,51.638,58.734,0.989,1.410,2.103,2.271,4.262,6.750,1.120,1.721,1.486,1.949
14538,7039,Gcnt2,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme",0,-1.18266977826206,0.00868022951686606,6.70573330810379,0.00357569629753973,4500,5163,1023,1022,305,257,4316,5182,4289,5547,5647,4571,220.674,237.837,45.995,46.479,12.336,10.423,185.813,237.948,177.961,244.735,262.293,228.374
75209,4252,Sv2c,synaptic vesicle glycoprotein 2c,0,3.08209050432134,0.00870557734696254,-0.251116137865308,0.00358805980502132,144,224,19,27,71,205,8,17,10,6,0,1,7.062,10.319,0.854,1.228,2.872,8.314,0.344,0.781,0.415,0.265,0.000,0.050
12006,4260,Axin2,axin 2,0,-2.96271497263386,0.00872782608762082,1.66326895836103,0.00359755089074712,88,65,55,54,5,3,725,467,151,117,70,111,4.315,2.994,2.473,2.456,0.202,0.122,31.213,21.444,6.265,5.162,3.251,5.546
16995,1392,Ltb4r1,leukotriene B4 receptor 1,0,2.35883315566172,0.00873129544841579,-0.898711069501932,0.00359930218933922,3,5,2,2,8,7,59,72,39,26,10,24,0.147,0.230,0.090,0.091,0.324,0.284,2.540,3.306,1.618,1.147,0.464,1.199
12505,5654,Cd44,CD44 antigen,0,-2.36496766302676,0.0087584603594737,6.04075900067205,0.00361211163653338,4458,3158,286,184,26,29,5960,5676,9557,8805,8737,7194,218.614,145.475,12.859,8.368,1.052,1.176,256.591,260.631,396.543,388.478,405.818,359.423
102278,2405,Cpne7,copine VII,0,-2.93471987469381,0.00876001923105067,-1.47246098273108,0.00361307684536142,9,15,19,9,0,2,6,10,11,10,14,18,0.441,0.691,0.854,0.409,0.000,0.081,0.258,0.459,0.456,0.441,0.650,0.899
51791,2356,Rgs14,regulator of G-protein signaling 14,0,-3.47084145686603,0.00876244790711622,-1.39392372119867,0.00361440095245152,13,15,16,34,3,0,14,16,6,12,5,6,0.638,0.691,0.719,1.546,0.121,0.000,0.603,0.735,0.249,0.529,0.232,0.300
214058,6631,Megf11,multiple EGF-like-domains 11,0,-1.43516578615491,0.00880184727157171,-0.776019362508949,0.00363110288580278,21,23,20,12,5,2,13,12,19,15,16,16,1.030,1.060,0.899,0.546,0.202,0.081,0.560,0.551,0.788,0.662,0.743,0.799
14776,1067,Gpx2,glutathione peroxidase 2,0,1.2112917098991,0.00883665567894014,-1.18318435353832,0.00364696150523093,13,11,11,19,23,19,10,7,6,6,3,4,0.638,0.507,0.495,0.864,0.930,0.771,0.431,0.321,0.249,0.265,0.139,0.200
19220,4414,Ptgfr,prostaglandin F receptor,0,3.67190075536071,0.0088391385949135,-4.35528849804899,0.00364831144478235,1,1,0,0,3,4,0,3,0,0,1,0,0.049,0.046,0.000,0.000,0.121,0.162,0.000,0.138,0.000,0.000,0.046,0.000
319613,3602,Sybu,syntabulin (syntaxin-interacting),0,-1.36377224294442,0.00884178480195431,0.0757742599164917,0.00364972897064371,85,54,101,88,21,24,11,7,21,12,10,5,4.168,2.488,4.541,4.002,0.849,0.973,0.474,0.321,0.871,0.529,0.464,0.250
15458,1480,Hpx,hemopexin,0,-1.743777103473,0.00884386363115273,-0.533325506510625,0.00365123786030262,20,37,9,11,2,1,42,41,27,24,25,19,0.981,1.704,0.405,0.500,0.081,0.041,1.808,1.883,1.120,1.059,1.161,0.949
14841,2811,Haspin,histone H3 associated protein kinase,0,1.36505600810203,0.00884441251745208,-0.246252854004596,0.0036517898845008,34,47,39,19,38,52,22,26,14,7,3,3,1.667,2.165,1.753,0.864,1.537,2.109,0.947,1.194,0.581,0.309,0.139,0.150
67586,1577,Ubxn11,UBX domain protein 11,0,-1.78685490822651,0.00889161510647107,0.558434877243207,0.00367356952171028,95,112,49,35,10,5,44,52,24,37,32,21,4.659,5.159,2.203,1.592,0.404,0.203,1.894,2.388,0.996,1.632,1.486,1.049
18792,2343,Plau,"plasminogen activator, urokinase",0,-2.12417821899844,0.00889392940043989,5.00626570753297,0.00367485290727915,674,1044,356,466,55,60,2435,2329,1523,2080,1587,1699,33.052,48.093,16.006,21.193,2.225,2.433,104.832,106.943,63.193,91.770,73.713,84.885
100861646,980,NA,NA,0,4.04093642754458,0.00890314539803272,-3.47853390634512,0.00368029870660796,0,0,2,0,11,11,2,4,0,3,1,3,0.000,0.000,0.090,0.000,0.445,0.446,0.086,0.184,0.000,0.132,0.046,0.150
12362,1513,Casp1,caspase 1,0,-1.00896938209857,0.00893925786227942,3.79920343992746,0.00369654215071041,167,237,355,366,109,113,338,371,583,685,474,541,8.189,10.918,15.961,16.645,4.409,4.583,14.552,17.036,24.190,30.222,22.016,27.029
56468,4394,Socs5,suppressor of cytokine signaling 5,0,-1.20052627895964,0.00896692918383816,5.49534376553139,0.00370864457689851,1506,2163,540,616,155,156,2544,2501,1744,1908,1622,1227,73.852,99.640,24.279,28.015,6.269,6.327,109.525,114.841,72.363,84.181,75.339,61.303
27015,4226,Polk,"polymerase (DNA directed), kappa",0,1.23985223594146,0.00898253123151342,3.09029376990251,0.00371608893510199,276,327,50,81,98,88,321,281,314,224,307,358,13.535,15.063,2.248,3.684,3.964,3.569,13.820,12.903,13.029,9.883,14.260,17.886
12962,828,Crybb3,"crystallin, beta B3",0,-1.46361898054987,0.00898931383706328,0.950893096383838,0.00371922565575542,45,62,21,17,5,3,122,134,121,132,87,89,2.207,2.856,0.944,0.773,0.202,0.122,5.252,6.153,5.021,5.824,4.041,4.447
18972,1610,Pold2,"polymerase (DNA directed), delta 2, regulatory subunit",0,1.09083052804656,0.00900821806706183,4.41738901281328,0.00372853413299332,650,589,486,245,443,482,706,614,661,450,351,319,31.875,27.133,21.851,11.142,17.918,19.548,30.395,28.194,27.427,19.854,16.303,15.938
235386,5103,Hykk,hydroxylysine kinase 1,0,1.95911144107319,0.00900821806706183,0.572025817510305,0.00372903570670417,7,20,9,7,19,21,60,82,87,85,109,97,0.343,0.921,0.405,0.318,0.768,0.852,2.583,3.765,3.610,3.750,5.063,4.846
215114,7855,Hip1,huntingtin interacting protein 1,0,1.20081357586499,0.00908354004199368,3.87752079840431,0.00376288963290801,184,204,47,39,73,52,1122,1276,1249,1237,1640,1608,9.023,9.397,2.113,1.774,2.953,2.109,48.305,58.592,51.824,54.577,76.175,80.338
77057,2983,Ston1,stonin 1,0,1.60677855025436,0.00908888596561384,3.69802141984508,0.00376543860969174,412,351,37,59,77,101,634,538,557,669,1051,1051,20.204,16.169,1.664,2.683,3.114,4.096,27.295,24.704,23.111,29.516,48.817,52.510
99738,3013,Kcnc4,"potassium voltage gated channel, Shaw-related subfamily, member 4",0,3.20561692094175,0.00909670654010676,-2.81150875917187,0.00376934799126834,6,4,0,0,1,5,2,6,6,4,4,8,0.294,0.184,0.000,0.000,0.040,0.203,0.086,0.276,0.249,0.176,0.186,0.400
319929,666,A630076J17Rik,RIKEN cDNA A630076J17 gene,0,1.57801589855736,0.00912663242387228,-3.04997643815393,0.00378376298437002,0,0,13,9,17,25,1,0,2,1,2,1,0.000,0.000,0.584,0.409,0.688,1.014,0.043,0.000,0.083,0.044,0.093,0.050
107771,843,Bmyc,brain expressed myelocytomatosis oncogene,0,-1.22793247064375,0.00916214928167225,1.85474220596693,0.00380152166928209,163,171,107,65,23,21,87,109,127,134,74,64,7.993,7.877,4.811,2.956,0.930,0.852,3.746,5.005,5.270,5.912,3.437,3.198
330790,3576,Hapln4,hyaluronan and proteoglycan link protein 4,0,-2.12362870750008,0.00916217655039667,-1.98372972710917,0.00380187008850118,2,8,3,3,0,0,18,16,17,18,14,11,0.098,0.369,0.135,0.136,0.000,0.000,0.775,0.735,0.705,0.794,0.650,0.550
276905,2249,Armc7,armadillo repeat containing 7,0,-1.02015769586905,0.00917257099359645,2.03076921054631,0.00380652077842357,174,205,111,129,32,41,169,138,60,81,68,61,8.533,9.443,4.991,5.867,1.294,1.663,7.276,6.337,2.490,3.574,3.158,3.048
55942,1188,Sertad1,SERTA domain containing 1,0,-1.12872278959753,0.00923301159966142,6.68543061931341,0.00383364126355566,2251,2519,2084,2216,709,527,6238,3888,2759,2179,3411,4548,110.386,116.039,93.698,100.781,28.677,21.373,268.559,178.530,114.478,96.138,158.435,227.225
77117,2439,Zfp934,zinc finger protein 934,0,1.32633178075243,0.00924046349133857,0.518493653563538,0.0038370753509418,85,86,31,16,38,33,45,40,21,19,12,24,4.168,3.962,1.394,0.728,1.537,1.338,1.937,1.837,0.871,0.838,0.557,1.199
19672,3063,Rcn1,reticulocalbin 1,0,-2.31486969791767,0.00925327201049255,4.22535635586874,0.00384273450761358,824,832,236,99,20,18,1742,1863,1660,1323,861,765,40.408,38.327,10.611,4.502,0.809,0.730,74.997,85.545,68.877,58.371,39.992,38.221
13436,4322,Dnmt3b,DNA methyltransferase 3B,0,-1.12851466821747,0.00929640680471609,3.40543375107628,0.00386201586636923,241,282,471,350,99,135,426,299,364,217,141,144,11.818,12.991,21.177,15.918,4.004,5.475,18.340,13.730,15.103,9.574,6.549,7.194
78748,3497,Rassf10,Ras association (RalGDS/AF-6) domain family (N-terminal) member 10,0,-1.57266710210616,0.00931224014372699,2.93332331420325,0.00386893615302128,245,223,132,103,29,20,671,750,538,485,80,128,12.014,10.273,5.935,4.684,1.173,0.811,28.888,34.439,22.323,21.398,3.716,6.395
15430,1789,Hoxd10,homeobox D10,0,2.63672997299482,0.00937118415461133,-3.61484339037342,0.00389480467311121,0,0,0,0,1,2,3,2,5,1,6,12,0.000,0.000,0.000,0.000,0.040,0.081,0.129,0.092,0.207,0.044,0.279,0.600
